Ligne;Direction;Description;Séquence;Arrêt;Description;Distance Inter-Arrêts
17;2.0;PAU Bosquet Quai C > UZEIN Aéroport Pau-Pyrénées;22.0;NNIEME_2;Normandie Niemen;430.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;18.0;PDJUST_2;Palais de Justice;369.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;6.0;CUNIQC_C;Condorcet - Université Quai C;515.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;1.0;PCMUQA_A;PAU Cité Multimédia Quai A;0.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;20.0;GRAMON_2;Pl. Gramont;233.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;7.0;TCADQC_C;Tourasse - Cité Administrative Quai C;717.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;6.0;BLAISE_1;Blaise;446.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;22.0;ETIGNY_2;Etigny;335.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;8.0;F-SARA_1;Saragosse;498.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;8.0;RAVEL_1;Ravel;194.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;23.0;JDBILL_2;Jardins de Billère;877.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;10.0;F-HDES_1;Les Halles - Despourrins;345.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;11.0;TOURAS_N;Tourasse;415.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;25.0;BLACAS_2;Lacassagne;526.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;11.0;BOSQQA_A;Pl. d'Espagne - Bosquet Quai A;176.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;16.0;NPARK_1;Nandina Park;260.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;26.0;CAMPAG_2;Campagnole;503.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;12.0;F-BABE_2;Barthou - Beaumont;461.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;18.0;CMARZE_1;Clinique Marzet;470.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;29.0;REBEQU_2;Rebeque;698.0
F;1.0;PAU Hôpital F. Mitterrand > PAU Gare de Pau Quai E;13.0;PGDPQE_E;PAU Gare de Pau Quai E;792.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;19.0;F-FOIR_1;Pl. du Foirail;461.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;31.0;LSOLQO_O;LESCAR Soleil;168.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;1.0;PGDPQE_E;PAU Gare de Pau Quai E;0.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;21.0;BOSQQD_D;PAU Bosquet Quai D;343.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;2.0;REBEQU_1;Rebeque;1028.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;2.0;F-BABE_1;Barthou - Beaumont;857.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;22.0;F-BABE_2;Barthou - Beaumont;552.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;4.0;LAMARQ_1;Lamarque;397.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;4.0;F-HDES_2;Les Halles - Despourrins;164.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;23.0;BONAPA_2;Bonaparte;358.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;5.0;CAMPAG_1;Campagnole;622.0
F;2.0;PAU Gare de Pau Quai E > PAU Hôpital F. Mitterrand;11.0;F-BHAM_2;Buros - Le Hameau;561.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;24.0;PGDPQB_B;PAU Gare de Pau Quai B;392.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;9.0;ETIGNY_1;Etigny;896.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;2.0;TRIANO_1;Trianon;222.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;25.0;MONNAI_N;Pl. de la Monnaie;461.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;13.0;PDJUST_1;Palais de Justice;224.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;5.0;GBONHE_1;Gaston Bonheur;551.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;26.0;ROUSSI_O;Roussille;353.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;14.0;GUICHE_1;Guichenné;349.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;6.0;TDUNIO_1;Trait d'Union;346.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;28.0;CDPRIN_O;Croix du Prince;303.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;15.0;BOSQQD_D;PAU Bosquet Quai D;372.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;10.0;IRIS_O;Iris;476.0
A;1.0;PAU Cité Multimédia Quai A > JURANCON Corps Franc Pommiès;34.0;JCFP_1/2;JURANCON Corps Franc Pommiès;963.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;16.0;GARET_2;Garet;535.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;11.0;LPBARA_1;LP H. Baradat;297.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;3.0;JCURIE_1;Joliot Curie;277.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;17.0;NDAME_2;Notre Dame;235.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;16.0;JVERNE_N;Jules Verne;334.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;4.0;GUYNEM_1;Guynemer;290.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;24.0;SJELIS_S;Ste Jeanne Elisabeth;612.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;17.0;NPARK_1;Nandina Park;260.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;5.0;COUBER_O;Coubertin;301.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;26.0;GEOLOG_2;Géologues;409.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;18.0;CADIER_1;Pasteur Cadier;154.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;6.0;MDJURA_S;Mairie de Jurançon;480.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;27.0;LARRIB_2;Larribau;445.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;21.0;F-HDES_1;Les Halles - Despourrins;345.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;7.0;DLFONT_1;De La Fontaine;318.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;1.0;CSTO_1/2;PAU CST Jean Feger;0.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;22.0;BOSQQA_A;Pl. d'Espagne - Bosquet Quai A;176.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;11.0;ROUSSI_E;Roussille;161.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;14.0;COURTE_N;Courteault;222.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;23.0;F-BABE_2;Barthou - Beaumont;461.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;14.0;BONAPA_1;Bonaparte;406.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;25.0;PDEXPO_2;Parc des Expos;284.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;25.0;PGDPQB_B;PAU Gare de Pau Quai B;392.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;15.0;F-BABE_1;Barthou - Beaumont;364.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;31.0;SCHWEI_2;Schweitzer;257.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;28.0;BARTHE_O;Barthe;233.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;20.0;CADIER_2;Pasteur Cadier;450.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;38.0;MOULIN_2;Moulin;346.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;32.0;MDJURA_N;Mairie de Jurançon;303.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;22.0;JVERNE_S;Jules Verne;287.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;40.0;PESQUE_E;Pesqué;242.0
T1;1.0;PAU Cité Multimédia Quai A > JURANCON LP A.Campa;35.0;JLPAC_O;JURANCON LP A. Campa;610.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;27.0;MOZART_E;Mozart;424.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;42.0;PAQUAL_2;Piscine Aqualons;368.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;1.0;JLPAC_O;JURANCON LP A. Campa;0.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;29.0;RAVEL_2;Ravel;143.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;44.0;VERDER_2;Verderie;185.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;2.0;JCURIE_1;Joliot Curie;277.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;33.0;ASFO_E;ASFO;316.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;47.0;FARMAN_1;Farman;367.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;4.0;COUBER_O;Coubertin;301.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;34.0;PEMPLO_2;Pôle Emploi;375.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;1.0;LHDP_1/2;LONS Hauts du Perlic;0.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;15.0;BOSQQB_B;Pl. d'Espagne - Bosquet Quai B;445.0
A;2.0;JURANÇON Corps Franc Pommiès > PAU Cité Multimédia Quai B;35.0;PCMUQC_C;PAU Cité Multimédia Quai C;407.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;9.0;PDSPOR_1;Plaine des Sports;355.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;17.0;F-AALO_2;Alliés - Alsace Lorraine;442.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;5.0;VERDQB_B;Pl. Verdun Quai B;247.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;10.0;PESQUE_O;Pesqué;423.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;18.0;CMARZE_2;Clinique Marzet;228.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;6.0;PHOEBU_2;Gaston Phoebus;262.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;12.0;MOULIN_1;Moulin;318.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;19.0;CADIER_2;Pasteur Cadier;450.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;9.0;MONTAR_2;Montardon;162.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;13.0;CHENER_1;Chêneraie;421.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;20.0;NPARK_2;Nandina Park;166.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;12.0;LAFFIT_E;Laffitte;362.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;22.0;LAPLAC_1;Laplace;166.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;22.0;CORISA_2;Corisande;334.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;15.0;LARTIG_2;Lartigue;222.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;26.0;PLAWRE_1;Parc Lawrance;169.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;23.0;MARCAD_E;Marcadau;278.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;16.0;CCDMAI_2;Le Mail;378.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;31.0;F-AALO_2;Alliés - Alsace Lorraine;582.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;27.0;IRIS_E;Iris;349.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;20.0;PMADRI_2;Paris Madrid;379.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;35.0;CDAGRI_S;Chambre d'Agriculture;523.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;33.0;LILAS_2;Lilas;700.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;21.0;PLONG_2;Pont Long;276.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;37.0;MARCAD_S;Marcadau;226.0
T1;2.0;JURANÇON LP A.Campa > PAU Cité Multimédia Quai B;34.0;COPERN_2;Copernic;326.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;22.0;FARMAN_2;Farman;416.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;40.0;MOZART_E;Mozart;424.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;1.0;PSDHAM_1;PAU Stades du Hameau;0.0
B;1.0;PAU Bosquet Quai C > LONS Perlic;23.0;LPER_1/2;LONS Perlic;389.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;41.0;RAMEAU_E;Rameau;402.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;6.0;NPRINC_N;Norman Prince;500.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;1.0;LPER_1/2;LONS Perlic;0.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;45.0;MDASSO_E;Maison des Associations;418.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;10.0;BOSQQC_C;PAU Bosquet Quai C;389.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;8.0;DAURAT_1;Daurat;229.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;46.0;ASFO_E;ASFO;316.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;11.0;LHMEDI_N;Les Halles Médiathèque;448.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;10.0;CCDMAI_1;Le Mail;274.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;15.0;PLAWRE_2;Parc Lawrance;302.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;12.0;SJULIE_1;St Julien;317.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;18.0;LABOUR_2;Labourdette;295.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;15.0;FOUCHE_1;Fouchet;348.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;19.0;FOUCHE_2;Fouchet;318.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;16.0;LABOUR_1;Labourdette;225.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;20.0;LAFFIT_E;Laffitte;362.0
B;2.0;LONS Perlic > PAU Bosquet Quai C;20.0;PHOEBU_1;Gaston Phoebus;294.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;25.0;FEUILL_2;Feuillage;261.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;3.0;LHMEDI_N;Les Halles Médiathèque;159.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;27.0;VDOR_2;Val d'Or;250.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;8.0;ETIGNY_2;Etigny;335.0
T2;1.0;PAU Stades du Hameau > LONS Perlic;29.0;PLONG_2;Pont Long;276.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;10.0;MDBILL_N;Mairie de Billère;304.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;6.0;PMADRI_1;Paris Madrid;332.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;12.0;CAMPAG_2;Campagnole;503.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;7.0;VDOR_1;Val d'Or;327.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;14.0;JACQUA_2;Jacquard;411.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;13.0;MEON_1;Méon;275.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;15.0;REBEQU_2;Rebeque;698.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;14.0;LAFFIT_O;Laffitte;365.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;16.0;LSOLQE_E;LESCAR Soleil;1105.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;22.0;PDJUST_1;Palais de Justice;255.0
C;1.0;PAU Bosquet Quai C > LESCAR Soleil;17.0;LSOLQO_O;LESCAR Soleil;168.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;23.0;GUICHE_1;Guichenné;349.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;3.0;JACQUA_1;Jacquard;701.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;24.0;BOSQQD_D;PAU Bosquet Quai D;372.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;5.0;CAMPAG_1;Campagnole;622.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;27.0;SJAMME_2;St Jammes;340.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;6.0;BLACAS_1;Lacassagne;628.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;30.0;CHP_S;CHP;223.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;10.0;MULOT_1;Mulot;341.0
T2;2.0;LONS Perlic > PAU Stades du Hameau;31.0;PPDPQD_D;PAU Porte des Pyrénées Quai D;462.0
C;2.0;LESCAR Soleil > PAU Bosquet Quai C;13.0;PDJUST_1;Palais de Justice;224.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;6.0;PEBOUE_N;Péboué;440.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;5.0;GRAMON_1;Pl. Gramont;364.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;8.0;RPOINT_N;Rond-point;547.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;11.0;FOCH;Foch;172.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;11.0;CPAM_1;CPAM;409.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;15.0;CARNOT_1;Carnot;240.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;12.0;11NOVE_1;11 Novembre;390.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;17.0;LHAPLA_1;Les Halles Planté;129.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;16.0;BOSQQC_C;PAU Bosquet Quai C;537.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;19.0;GASSIOT;Gassiot;168.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;19.0;VERDQD_D;Pl. Verdun Quai D;253.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;21.0;BERNADOT;Bernadotte;187.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;21.0;MULOT_2;Mulot;353.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;22.0;VERDQC_C;Pl. Verdun Quai C;151.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;27.0;LAMARQ_2;Lamarque;641.0
COXI;1.0;Coxitis Pl. Verdun Camou > Pl. Verdun Camou;24.0;VCAMOU;Pl. Verdun Camou;207.0
T3;1.0;PAU CST Jean Feger > LESCAR Soleil;28.0;JACQUA_2;Jacquard;411.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;4.0;LARRIB_1;Larribau;438.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;1.0;LSOLQO_O;LESCAR Soleil;0.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;13.0;SJAMME_1;St Jammes;505.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;3.0;JACQUA_1;Jacquard;701.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;14.0;EVII_1;Edouard VII;354.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;7.0;MDBILL_S;Mairie de Billère;420.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;18.0;LHMEDI_N;Les Halles Médiathèque;159.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;8.0;JDBILL_1;Jardins de Billère;303.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;19.0;PDJUST_2;Palais de Justice;369.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;10.0;MULOT_1;Mulot;341.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;21.0;PHOEBU_2;Gaston Phoebus;262.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;12.0;VERDQC_C;Pl. Verdun Quai C;275.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;22.0;PLAWRE_2;Parc Lawrance;302.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;19.0;11NOVE_2;11 Novembre;238.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;23.0;PDEXPO_2;Parc des Expos;284.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;21.0;ROUSSE_2;Rousse;390.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;25.0;CSOLEI_2;Clair Soleil;381.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;22.0;LAPUYA_S;Lapuyade;286.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;30.0;SCHWEI_2;Schweitzer;257.0
T3;2.0;LESCAR Soleil > PAU CST Jean Feger;29.0;CSTO_1/2;PAU CST Jean Feger;534.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;31.0;LACAOU_2;Lacaou;258.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;3.0;PEMPLO_1;Pôle Emploi;400.0
D;1.0;PAU CST Jean Feger > BILLERE J. Gois;32.0;RICHEL_2;Richelieu;348.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;4.0;ASFO_O;ASFO;407.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;2.0;RICHEL_1;Richelieu;307.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;5.0;MDASSO_O;Maison des Associations;241.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;4.0;SCHWEI_1;Schweitzer;273.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;12.0;WAGNER_N;Wagner;248.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;7.0;LAYGUE_1;L'Ayguette;342.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;15.0;CDAGRI_N;Chambre d'Agriculture;307.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;9.0;CSOLEI_1;Clair Soleil;301.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;18.0;ABREMO_1;Abbé Brémond;415.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;14.0;VERDQA_A;Pl. Verdun Quai A;317.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;19.0;F-FOIR_1;Pl. du Foirail;499.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;16.0;GUICHE_1;Guichenné;349.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;21.0;PDJUST_2;Palais de Justice;369.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;17.0;BOSQQD_D;PAU Bosquet Quai D;372.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;23.0;PHOEBU_2;Gaston Phoebus;262.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;19.0;EVII_2;Edouard VII;331.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;28.0;LAPLAC_2;Laplace;295.0
D;2.0;BILLERE J. Gois > PAU CST Jean Feger;22.0;CJDALB_S;Collège J. d'Albret;567.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;30.0;BDAMOU_2;Bois d'Amour;162.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;2.0;LHMEDI_N;Les Halles Médiathèque;795.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;34.0;BJGOIS_2;BILLERE J. Gois;209.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;4.0;VERDQB_B;Pl. Verdun Quai B;247.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;43.0;ECHATR_E;Erckmann Chatrian;290.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;8.0;MONTAR_2;Montardon;162.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;45.0;PSUD_E;Perlic Sud;350.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;11.0;LAFFIT_E;Laffitte;362.0
T4;1.0;PAU CST Jean Feger > LONS Hauts du Perlic;49.0;LHDP_1/2;LONS Hauts du Perlic;923.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;16.0;ECHATR_N;Erckmann Chatrian;204.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;4.0;LPERLI_1;LONS Perlic;360.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;17.0;CLOHAR_2;Cloharé;352.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;6.0;VERDER_1;Verderie;269.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;24.0;CFLEU_2;Clos Fleuri;435.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;8.0;PAQUAL_1;Piscine Aqualons;289.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;26.0;LHOURQ_N;La Hourquie;413.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;11.0;ESTIEN_O;Estieni;214.0
EMMA;1.0;PAU Bosquet Quai F > LESCAR Village Emmaüs;27.0;LEMM_1/2;LESCAR Village Emmaüs;2059.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;15.0;GENETS_1;Genêts;300.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;2.0;LHOURQ_S;La Hourquie;2515.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;17.0;RICHEL_1;Richelieu;307.0
EMMA;2.0;LESCAR Village Emmaüs > PAU Bosquet Quai F;5.0;BIDOU_1;Bidou;534.0
T4;2.0;LONS Hauts du Perlic > PAU CST Jean Feger;19.0;SCHWEI_1;Schweitzer;273.0
